batch_size,epochs,model__activation,model__dropout_rate,model__optimizer,score
2,2000,softplus,0.2,sgd,-0.2652168112671168
2,2000,sigmoid,0.25,sgd,-0.2656803474103353
16,2000,softplus,0.05,sgd,-0.26607600166636336
2,2000,sigmoid,0.15,sgd,-0.2661719824893567
16,2000,relu,0.1,rmsprop,-0.26632584260142744
32,2000,sigmoid,0.2,adamax,-0.26658629674166245
32,2000,softplus,0.2,adam,-0.26678746164044365
16,2000,softplus,0.25,adamax,-0.2672118216239899
16,2000,sigmoid,0.25,adamax,-0.2675372437307143
2,2000,sigmoid,0.1,sgd,-0.26763246103918026
8,2000,sigmoid,0.05,sgd,-0.2677088626641013
4,2000,sigmoid,0.15,sgd,-0.26774158831340467
32,2000,softplus,0.25,rmsprop,-0.2678925740539187
16,2000,sigmoid,0.05,sgd,-0.26795515248782625
32,2000,relu,0.25,adamax,-0.26804164438249933
32,2000,softplus,0.25,adamax,-0.26815476248800935
8,2000,softplus,0.1,sgd,-0.2682464088134393
4,2000,sigmoid,0.25,sgd,-0.268248975520164
4,2000,sigmoid,0.2,sgd,-0.268283616383241
32,2000,sigmoid,0.25,adam,-0.2683758265904481
8,2000,relu,0.05,rmsprop,-0.26867935632270723
32,2000,softplus,0.25,adam,-0.26923128003655394
4,2000,softplus,0.15,sgd,-0.26933709144155654
16,2000,sigmoid,0.1,sgd,-0.2694221806709588
2,2000,softplus,0.25,sgd,-0.26956689843646897
4,2000,sigmoid,0.1,sgd,-0.26957275510071355
4,2000,softplus,0.2,sgd,-0.26975257117109364
16,2000,sigmoid,0.15,sgd,-0.2697959719329717
32,2000,sigmoid,0.25,adamax,-0.26990580144025955
8,2000,softplus,0.25,sgd,-0.2699757910715246
16,2000,softplus,0.25,sgd,-0.27025489042444156
32,2000,relu,0.2,adamax,-0.2702667292725507
32,2000,sigmoid,0.2,adam,-0.27041895683959394
8,2000,softplus,0.15,sgd,-0.2704628681540751
8,2000,sigmoid,0.1,sgd,-0.27054366987895195
8,2000,softplus,0.2,sgd,-0.27061974358110163
2,2000,tanh,0.15,adam,-0.27065223877787503
32,2000,sigmoid,0.1,sgd,-0.27090852964552264
4,2000,softplus,0.25,sgd,-0.2709775312013375
8,2000,sigmoid,0.15,sgd,-0.2711162605837752
16,2000,sigmoid,0.2,sgd,-0.2711431008511067
16,2000,softplus,0.15,sgd,-0.2714331737597571
32,2000,softplus,0.1,sgd,-0.27158275883920013
16,2000,softplus,0.1,sgd,-0.27162042992833674
32,2000,relu,0.1,adamax,-0.2716401805173878
32,2000,softplus,0.2,sgd,-0.27181504835129283
32,2000,sigmoid,0.25,sgd,-0.2719434732109259
32,2000,relu,0.1,rmsprop,-0.2719808658087685
32,2000,softplus,0.15,sgd,-0.2720345762495
32,2000,sigmoid,0.15,sgd,-0.2723859551548783
8,2000,sigmoid,0.2,sgd,-0.2725206904239927
32,2000,sigmoid,0.2,sgd,-0.27261384955283297
16,2000,sigmoid,0.25,sgd,-0.2727321382251655
8,2000,sigmoid,0.25,sgd,-0.2728606902547973
32,2000,softplus,0.25,sgd,-0.2730084273133919
16,2000,softplus,0.2,sgd,-0.2730212430839708
4,2000,relu,0.2,adam,-0.27373620389365366
16,2000,relu,0.15,adam,-0.27382181516530013
2,2000,tanh,0.2,adam,-0.275963929341013
4,2000,relu,0.1,adam,-0.28142680399309794
4,2000,relu,0.05,adam,-0.2871627294630793
8,2000,relu,0.1,adam,-0.28917175306302745
16,2000,relu,0.1,adam,-0.29168111842023176
32,2000,relu,0.2,adam,-0.29367191452977714
16,2000,relu,0.05,rmsprop,-0.29548040332688685
32,2000,relu,0.25,adam,-0.2966963592869853
8,2000,relu,0.05,adamax,-0.2967716887249522
16,2000,relu,0.05,adamax,-0.3026691189845336
32,2000,relu,0.1,adam,-0.3044228697035039
8,2000,relu,0.05,adam,-0.3093323702081474
32,2000,relu,0.15,adam,-0.31539009075616875
32,2000,relu,0.05,adamax,-0.32431731611526926
8,2000,relu,0.15,adamax,-0.3266074168158886
4,2000,relu,0.05,adamax,-0.3270725240239072
2,2000,elu,0.15,adam,-0.33334928093177574
2,2000,elu,0.2,adam,-0.3352441978223437
32,2000,relu,0.05,rmsprop,-0.3582727133201673
16,2000,relu,0.25,adam,-0.37974309331910766
2,2000,selu,0.15,adam,-0.3806681925874694
2,2000,relu,0.15,rmsprop,-0.38259909269385484
16,2000,relu,0.15,rmsprop,-0.41249476768725535
4,2000,relu,0.1,adamax,-0.41566321645070625
8,2000,relu,0.15,adam,-0.4214953686636269
2,2000,selu,0.25,adam,-0.4331897953225009
2,2000,selu,0.2,adam,-0.4516355755248764
4,2000,relu,0.15,adam,-0.5066503434147112
16,2000,relu,0.05,adam,-0.5176394925380778
2,2000,relu,0.05,rmsprop,-0.6209695617325078
2,2000,relu,0.1,rmsprop,-0.6590520652408265
2,2000,relu,0.1,adam,-0.6638716380054518
32,2000,relu,0.05,adam,-0.7683134189091737
2,2000,relu,0.05,adam,-0.7922184667813064
