batch_size,epochs,model__activation,model__dropout_rate,model__optimizer,score
16,10,sigmoid,0.05,rmsprop,-0.8300106340084156
32,10,elu,0.25,adam,-0.8303631465415926
32,10,relu,0.05,rmsprop,-0.8307205341825239
32,10,elu,0.15,rmsprop,-0.835064333500732
16,10,elu,0.25,adamax,-0.8353270741873364
16,10,relu,0.25,rmsprop,-0.8361340961978867
32,10,tanh,0.25,adam,-0.8365965148856856
32,10,selu,0.25,adamax,-0.8385446027085302
32,10,elu,0.2,adam,-0.8406081507082381
32,10,relu,0.1,adamax,-0.841674386279438
32,10,tanh,0.05,adam,-0.8425205062565685
8,10,sigmoid,0.25,adamax,-0.8430466197748725
16,10,relu,0.05,adam,-0.8448548581239073
16,10,relu,0.1,rmsprop,-0.8451565306507977
16,10,relu,0.2,adam,-0.8451581770237181
32,10,relu,0.15,adamax,-0.847770935484842
32,10,tanh,0.25,rmsprop,-0.8484886347826791
32,10,selu,0.15,adam,-0.8486032955694648
32,10,relu,0.2,adamax,-0.8512994144427071
32,10,selu,0.05,rmsprop,-0.8523477333879259
32,10,softplus,0.1,rmsprop,-0.8536032808568124
32,10,relu,0.25,adamax,-0.855682587267101
32,10,tanh,0.1,adamax,-0.8639593510947663
32,10,tanh,0.25,adamax,-0.8644363123687764
32,10,tanh,0.15,adam,-0.8644869162313605
16,10,selu,0.05,adamax,-0.8721826031564297
32,10,relu,0.25,rmsprop,-0.8723118789855316
32,10,elu,0.05,adamax,-0.8739503980434864
32,10,relu,0.15,adam,-0.8764372606541326
32,10,tanh,0.05,adamax,-0.8789187431173353
32,10,elu,0.2,adamax,-0.878986847082577
32,10,sigmoid,0.1,adamax,-0.8817015558235117
32,10,relu,0.05,adamax,-0.8858144071281979
32,10,elu,0.05,adam,-0.8861808058416716
16,10,sigmoid,0.2,adam,-0.8899539684434636
16,10,elu,0.1,adam,-0.8905898399584733
32,10,relu,0.2,adam,-0.8914841907350886
32,10,relu,0.1,adam,-0.8951544868121979
16,10,sigmoid,0.15,adamax,-0.9016613716235903
32,10,relu,0.05,adam,-0.9037897720534689
32,10,relu,0.15,rmsprop,-0.9053559496153571
16,10,softplus,0.05,rmsprop,-0.9086428024383928
32,10,relu,0.2,rmsprop,-0.9110989676406873
16,10,softplus,0.1,adam,-0.9112263934717035
32,10,softplus,0.25,rmsprop,-0.9295399474877836
32,10,sigmoid,0.1,sgd,-0.9367604214098579
16,10,softplus,0.2,rmsprop,-0.9414801083630909
32,10,elu,0.25,adamax,-0.9415897007425982
32,10,tanh,0.15,rmsprop,-0.9425316057515637
32,10,elu,0.1,rmsprop,-0.9438209680728754
32,10,sigmoid,0.2,rmsprop,-0.95926139965885
32,10,selu,0.05,adamax,-0.9602041454757761
16,10,sigmoid,0.1,rmsprop,-0.9602965652121983
32,10,elu,0.15,adamax,-0.9608935517296063
16,10,softplus,0.1,rmsprop,-0.9725647417701662
16,10,softplus,0.25,adamax,-0.9811669335707824
32,10,sigmoid,0.15,adam,-0.9997673847790663
8,10,softplus,0.25,adam,-1.0327987925584976
32,10,softplus,0.05,adam,-1.044675217942246
32,10,sigmoid,0.1,adam,-1.0499676058253378
32,10,sigmoid,0.25,adamax,-1.0675314733942178
32,10,sigmoid,0.2,adamax,-1.0950238563430124
16,10,softplus,0.05,adamax,-1.1317071108791152
32,10,sigmoid,0.25,adam,-1.1621987160425777
32,10,softplus,0.15,adamax,-1.219843987442523
16,10,sigmoid,0.2,rmsprop,-1.3124621779958892
32,10,sigmoid,0.15,adamax,-1.3190025347426892
32,10,softplus,0.1,adam,-1.6201342751703733
