activation,batch_size,dropout_rate,epochs,neurons,optimizer,verbose,score
sigmoid,32,0.05,2000,10,adam,0,-0.09550391137599945
softplus,16,0.2,2000,10,adamax,0,-0.0955132506787777
softplus,32,0.1,2000,10,adam,0,-0.09565118327736855
relu,64,0.1,2000,10,adamax,0,-0.0956760086119175
softplus,8,0.05,2000,10,sgd,0,-0.09569396823644638
relu,32,0.25,2000,10,sgd,0,-0.09575643390417099
sigmoid,16,0.1,2000,10,adamax,0,-0.09584888070821762
relu,64,0.25,2000,10,adamax,0,-0.0959194116294384
softplus,64,0.1,2000,10,rmsprop,0,-0.09597965329885483
relu,16,0.25,2000,10,adamax,0,-0.09598668292164803
relu,32,0.2,2000,10,rmsprop,0,-0.09616595506668091
sigmoid,32,0.15,2000,10,rmsprop,0,-0.09628932550549507
sigmoid,8,0.05,2000,10,sgd,0,-0.09629374369978905
softplus,32,0.15,2000,10,adam,0,-0.09633677080273628
softplus,16,0.15,2000,10,adamax,0,-0.0963778868317604
softplus,32,0.25,2000,10,adam,0,-0.09644537791609764
relu,64,0.15,2000,10,sgd,0,-0.0964549370110035
sigmoid,4,0.1,2000,10,sgd,0,-0.09653185307979584
sigmoid,32,0.2,2000,10,adam,0,-0.09659946337342262
sigmoid,32,0.2,2000,10,rmsprop,0,-0.0966288410127163
sigmoid,64,0.1,2000,10,rmsprop,0,-0.09663058444857597
softplus,16,0.05,2000,10,adamax,0,-0.0966765433549881
softplus,64,0.05,2000,10,rmsprop,0,-0.09669403359293938
relu,64,0.1,2000,10,rmsprop,0,-0.09669464454054832
elu,4,0.25,2000,10,adam,0,-0.09676786884665489
softplus,64,0.1,2000,10,adam,0,-0.09687359258532524
sigmoid,16,0.05,2000,10,adamax,0,-0.09694315865635872
relu,16,0.15,2000,10,adam,0,-0.09694651514291763
sigmoid,32,0.15,2000,10,adam,0,-0.09698612987995148
relu,64,0.2,2000,10,adam,0,-0.09702784568071365
relu,8,0.15,2000,10,adam,0,-0.09705859050154686
relu,64,0.25,2000,10,sgd,0,-0.09706518054008484
softplus,8,0.25,2000,10,adamax,0,-0.09708353877067566
sigmoid,64,0.05,2000,10,adam,0,-0.09718819707632065
softplus,32,0.05,2000,10,sgd,0,-0.09721852838993073
sigmoid,64,0.1,2000,10,adam,0,-0.09722594544291496
softplus,16,0.25,2000,10,adamax,0,-0.0972311869263649
relu,8,0.2,2000,10,adam,0,-0.0973220020532608
relu,64,0.2,2000,10,sgd,0,-0.09751298651099205
sigmoid,32,0.25,2000,10,adam,0,-0.09770537540316582
softplus,64,0.25,2000,10,rmsprop,0,-0.09776540100574493
softplus,32,0.2,2000,10,adam,0,-0.09787849709391594
relu,64,0.1,2000,10,sgd,0,-0.09806034341454506
sigmoid,16,0.05,2000,10,sgd,0,-0.09818562865257263
softplus,32,0.2,2000,10,adamax,0,-0.09820293635129929
softplus,64,0.15,2000,10,adam,0,-0.09837241843342781
softplus,64,0.05,2000,10,adam,0,-0.09865453466773033
sigmoid,64,0.2,2000,10,adam,0,-0.09865463152527809
elu,4,0.2,2000,10,adam,0,-0.0987086147069931
sigmoid,32,0.05,2000,10,sgd,0,-0.09884312003850937
sigmoid,64,0.05,2000,10,sgd,0,-0.09887934103608131
sigmoid,64,0.15,2000,10,adam,0,-0.0990145243704319
selu,4,0.15,2000,10,adam,0,-0.09917639195919037
relu,32,0.15,2000,10,adamax,0,-0.09918078035116196
sigmoid,32,0.25,2000,10,adamax,0,-0.09928447380661964
sigmoid,64,0.05,2000,10,rmsprop,0,-0.09932547807693481
softplus,64,0.05,2000,10,sgd,0,-0.09935913980007172
softplus,4,0.1,2000,10,sgd,0,-0.09937306493520737
sigmoid,32,0.15,2000,10,adamax,0,-0.09943331405520439
sigmoid,32,0.2,2000,10,adamax,0,-0.09945805370807648
softplus,32,0.05,2000,10,adamax,0,-0.0994592122733593
softplus,64,0.2,2000,10,adam,0,-0.09946180880069733
sigmoid,64,0.25,2000,10,adam,0,-0.09950055554509163
sigmoid,4,0.25,2000,10,sgd,0,-0.09971322864294052
sigmoid,32,0.05,2000,10,adamax,0,-0.09976861998438835
softplus,32,0.2,2000,10,sgd,0,-0.09977355226874352
sigmoid,32,0.15,2000,10,sgd,0,-0.09979644417762756
softplus,64,0.25,2000,10,adam,0,-0.09979811683297157
sigmoid,64,0.15,2000,10,sgd,0,-0.09983253851532936
sigmoid,16,0.15,2000,10,sgd,0,-0.09987324476242065
relu,8,0.1,2000,10,adam,0,-0.09990468993782997
softplus,4,0.25,2000,10,sgd,0,-0.09994008764624596
softplus,32,0.25,2000,10,sgd,0,-0.09995882585644722
sigmoid,32,0.1,2000,10,sgd,0,-0.0999593622982502
softplus,8,0.15,2000,10,sgd,0,-0.09999947994947433
sigmoid,16,0.1,2000,10,sgd,0,-0.10000146552920341
sigmoid,16,0.2,2000,10,sgd,0,-0.10000429674983025
softplus,32,0.25,2000,10,adamax,0,-0.10005016252398491
sigmoid,32,0.25,2000,10,sgd,0,-0.10006462410092354
sigmoid,8,0.15,2000,10,sgd,0,-0.10006651282310486
softplus,16,0.15,2000,10,sgd,0,-0.10008857771754265
sigmoid,64,0.25,2000,10,sgd,0,-0.10017712414264679
softplus,32,0.15,2000,10,adamax,0,-0.100187998265028
relu,32,0.1,2000,10,adamax,0,-0.1002248115837574
softplus,64,0.2,2000,10,sgd,0,-0.10023504123091698
softplus,64,0.15,2000,10,sgd,0,-0.10025878995656967
sigmoid,64,0.2,2000,10,sgd,0,-0.10035525262355804
softplus,32,0.15,2000,10,sgd,0,-0.10040580853819847
sigmoid,8,0.1,2000,10,sgd,0,-0.10044798627495766
softplus,32,0.1,2000,10,sgd,0,-0.10053414106369019
softplus,64,0.1,2000,10,sgd,0,-0.10060978308320045
softplus,8,0.25,2000,10,sgd,0,-0.10062792152166367
sigmoid,32,0.2,2000,10,sgd,0,-0.10064636915922165
softplus,16,0.25,2000,10,sgd,0,-0.10071352124214172
sigmoid,8,0.25,2000,10,sgd,0,-0.10073066875338554
sigmoid,64,0.1,2000,10,sgd,0,-0.10073677077889442
relu,64,0.25,2000,10,adam,0,-0.10085800662636757
selu,4,0.2,2000,10,rmsprop,0,-0.10089028626680374
sigmoid,64,0.05,2000,10,adamax,0,-0.1009032316505909
softplus,16,0.05,2000,10,sgd,0,-0.10100090876221657
softplus,16,0.2,2000,10,sgd,0,-0.10104050487279892
softplus,16,0.1,2000,10,sgd,0,-0.10105624422430992
softplus,64,0.05,2000,10,adamax,0,-0.101135965436697
sigmoid,16,0.25,2000,10,sgd,0,-0.10120746120810509
softplus,4,0.2,2000,10,sgd,0,-0.10153280198574066
relu,8,0.05,2000,10,adamax,0,-0.10185692086815834
sigmoid,4,0.15,2000,10,sgd,0,-0.1020183376967907
sigmoid,4,0.2,2000,10,sgd,0,-0.10230593383312225
sigmoid,8,0.2,2000,10,sgd,0,-0.10250750556588173
relu,8,0.05,2000,10,rmsprop,0,-0.1025848239660263
sigmoid,64,0.25,2000,10,adamax,0,-0.10284044966101646
sigmoid,64,0.2,2000,10,adamax,0,-0.1030350886285305
softplus,4,0.15,2000,10,sgd,0,-0.10304533690214157
tanh,4,0.2,2000,10,adam,0,-0.10330408439040184
relu,32,0.25,2000,10,adam,0,-0.10366534814238548
softplus,64,0.2,2000,10,adamax,0,-0.1037636511027813
softplus,8,0.2,2000,10,sgd,0,-0.10400132089853287
softplus,64,0.25,2000,10,sgd,0,-0.10427096113562584
softplus,64,0.25,2000,10,adamax,0,-0.10532260686159134
sigmoid,32,0.1,2000,10,adamax,0,-0.10583854839205742
tanh,4,0.1,2000,10,adam,0,-0.10616709664463997
softplus,4,0.05,2000,10,sgd,0,-0.10651610046625137
softplus,32,0.1,2000,10,adamax,0,-0.10657404735684395
relu,32,0.05,2000,10,rmsprop,0,-0.10776825994253159
softplus,8,0.1,2000,10,sgd,0,-0.10776937007904053
softplus,64,0.1,2000,10,adamax,0,-0.10787097364664078
relu,4,0.05,2000,10,rmsprop,0,-0.108780387789011
tanh,4,0.15,2000,10,adam,0,-0.10949141904711723
sigmoid,64,0.1,2000,10,adamax,0,-0.10957880318164825
relu,64,0.1,2000,10,adam,0,-0.11038285866379738
sigmoid,64,0.15,2000,10,adamax,0,-0.11166137829422951
softplus,64,0.15,2000,10,adamax,0,-0.11205648258328438
relu,16,0.05,2000,10,rmsprop,0,-0.1124115064740181
relu,64,0.05,2000,10,adamax,0,-0.11245230957865715
selu,4,0.2,2000,10,adam,0,-0.1135886125266552
relu,4,0.05,2000,10,adam,0,-0.11593763902783394
relu,32,0.05,2000,10,adam,0,-0.11738276854157448
relu,64,0.15,2000,10,adam,0,-0.12035593017935753
selu,4,0.15,2000,10,rmsprop,0,-0.12069397419691086
relu,8,0.1,2000,10,adamax,0,-0.12202469632029533
relu,8,0.05,2000,10,adam,0,-0.12407251819968224
selu,4,0.25,2000,10,adam,0,-0.12850462272763252
relu,64,0.05,2000,10,rmsprop,0,-0.1314445622265339
relu,4,0.25,2000,10,adam,0,-0.13289609923958778
relu,32,0.1,2000,10,rmsprop,0,-0.14304665848612785
relu,32,0.2,2000,10,adam,0,-0.14562921226024628
relu,16,0.15,2000,10,rmsprop,0,-0.15767785906791687
relu,16,0.1,2000,10,rmsprop,0,-0.16180503368377686
relu,16,0.2,2000,10,rmsprop,0,-0.17643620446324348
relu,4,0.2,2000,10,adam,0,-0.19452235475182533
relu,32,0.1,2000,10,adam,0,-0.20125086978077888
relu,4,0.15,2000,10,adam,0,-0.20152400061488152
relu,16,0.05,2000,10,adam,0,-0.23607952147722244
relu,4,0.1,2000,10,rmsprop,0,-0.269109595566988
