activation,batch_size,dropout_rate,epochs,neurons,optimizer,verbose,score
softplus,32,0.1,2000,10,adamax,0,-0.2418753206729889
relu,64,0.05,2000,10,sgd,0,-0.24214094877243042
softplus,8,0.2,2000,10,adamax,0,-0.24217918515205383
relu,32,0.2,2000,10,adamax,0,-0.24271003901958466
sigmoid,64,0.1,2000,10,adamax,0,-0.24273815751075745
sigmoid,32,0.05,2000,10,adam,0,-0.2427440732717514
relu,32,0.1,2000,10,sgd,0,-0.2427862137556076
elu,32,0.2,2000,10,sgd,0,-0.2428809031844139
softplus,32,0.15,2000,10,adam,0,-0.24289187788963318
softplus,32,0.25,2000,10,rmsprop,0,-0.24294355511665344
tanh,64,0.15,2000,10,sgd,0,-0.24316927045583725
softplus,32,0.15,2000,10,adamax,0,-0.24325817078351974
relu,32,0.25,2000,10,adamax,0,-0.24342429637908936
sigmoid,32,0.25,2000,10,rmsprop,0,-0.24353201687335968
softplus,16,0.2,2000,10,adam,0,-0.24359866976737976
softplus,64,0.25,2000,10,rmsprop,0,-0.24381714314222336
softplus,4,0.15,2000,10,adam,0,-0.24395375698804855
sigmoid,8,0.25,2000,10,adamax,0,-0.24402757734060287
relu,64,0.25,2000,10,sgd,0,-0.24403072148561478
softplus,16,0.2,2000,10,adamax,0,-0.24403908103704453
softplus,16,0.15,2000,10,adam,0,-0.24406833946704865
softplus,16,0.25,2000,10,adam,0,-0.24418751150369644
sigmoid,32,0.1,2000,10,adam,0,-0.24437341839075089
softplus,8,0.15,2000,10,adam,0,-0.2444843426346779
relu,64,0.2,2000,10,adamax,0,-0.24453561753034592
softplus,8,0.2,2000,10,adam,0,-0.24503401666879654
sigmoid,16,0.15,2000,10,adamax,0,-0.24509326368570328
softplus,8,0.25,2000,10,adam,0,-0.24530214071273804
relu,16,0.15,2000,10,rmsprop,0,-0.24597132951021194
sigmoid,32,0.1,2000,10,adamax,0,-0.24597210437059402
elu,64,0.1,2000,10,sgd,0,-0.24599026143550873
softplus,4,0.1,2000,10,adam,0,-0.24604517966508865
softplus,4,0.1,2000,10,rmsprop,0,-0.24617958813905716
sigmoid,4,0.05,2000,10,sgd,0,-0.2463907226920128
sigmoid,64,0.15,2000,10,adamax,0,-0.2465290129184723
relu,64,0.2,2000,10,sgd,0,-0.24677135050296783
softplus,64,0.2,2000,10,adamax,0,-0.24760624021291733
selu,4,0.15,2000,10,adam,0,-0.24811050295829773
tanh,64,0.25,2000,10,sgd,0,-0.24815766513347626
relu,64,0.1,2000,10,sgd,0,-0.24848058074712753
sigmoid,64,0.15,2000,10,rmsprop,0,-0.24908187240362167
sigmoid,16,0.25,2000,10,adamax,0,-0.24957576394081116
sigmoid,64,0.2,2000,10,adamax,0,-0.25003059953451157
softplus,4,0.25,2000,10,adam,0,-0.2502475678920746
softplus,64,0.15,2000,10,adamax,0,-0.25055312365293503
selu,4,0.1,2000,10,adam,0,-0.25084133446216583
sigmoid,4,0.25,2000,10,adam,0,-0.25097402185201645
sigmoid,4,0.15,2000,10,sgd,0,-0.2514176741242409
sigmoid,32,0.15,2000,10,adamax,0,-0.25156664848327637
sigmoid,64,0.1,2000,10,adam,0,-0.25181179493665695
sigmoid,8,0.25,2000,10,adam,0,-0.25183188915252686
softplus,64,0.1,2000,10,adam,0,-0.25189997255802155
relu,64,0.2,2000,10,rmsprop,0,-0.2522004246711731
sigmoid,32,0.25,2000,10,adam,0,-0.2523225024342537
softplus,32,0.2,2000,10,adamax,0,-0.2528301477432251
relu,64,0.25,2000,10,adamax,0,-0.2529394328594208
sigmoid,32,0.05,2000,10,sgd,0,-0.25296078622341156
relu,64,0.15,2000,10,sgd,0,-0.25297118723392487
sigmoid,16,0.2,2000,10,adamax,0,-0.2531493976712227
sigmoid,32,0.25,2000,10,adamax,0,-0.25339390337467194
sigmoid,32,0.2,2000,10,adam,0,-0.2544911429286003
sigmoid,64,0.05,2000,10,sgd,0,-0.2547302395105362
softplus,64,0.05,2000,10,sgd,0,-0.2548414319753647
softplus,8,0.1,2000,10,sgd,0,-0.2553020641207695
sigmoid,4,0.25,2000,10,sgd,0,-0.25555557757616043
sigmoid,4,0.1,2000,10,sgd,0,-0.25586188584566116
softplus,64,0.25,2000,10,adamax,0,-0.25627361238002777
relu,8,0.25,2000,10,adam,0,-0.2566229775547981
sigmoid,4,0.2,2000,10,sgd,0,-0.25663260370492935
sigmoid,64,0.15,2000,10,adam,0,-0.2566971927881241
softplus,16,0.05,2000,10,sgd,0,-0.2567444443702698
softplus,64,0.15,2000,10,adam,0,-0.2568150982260704
sigmoid,32,0.2,2000,10,adamax,0,-0.2569654732942581
sigmoid,64,0.25,2000,10,adamax,0,-0.2570517137646675
sigmoid,16,0.05,2000,10,sgd,0,-0.25771941989660263
sigmoid,4,0.25,2000,10,adamax,0,-0.25782664120197296
softplus,8,0.05,2000,10,sgd,0,-0.25816231966018677
softplus,32,0.05,2000,10,sgd,0,-0.2582179233431816
softplus,4,0.15,2000,10,sgd,0,-0.25832967460155487
sigmoid,8,0.05,2000,10,sgd,0,-0.2588731646537781
softplus,32,0.2,2000,10,adam,0,-0.2594181299209595
sigmoid,64,0.2,2000,10,rmsprop,0,-0.2607564330101013
sigmoid,64,0.2,2000,10,adam,0,-0.26168885827064514
softplus,8,0.15,2000,10,sgd,0,-0.26205482333898544
sigmoid,64,0.25,2000,10,adam,0,-0.26206664741039276
softplus,4,0.2,2000,10,sgd,0,-0.26206881552934647
sigmoid,16,0.1,2000,10,sgd,0,-0.26313118636608124
softplus,32,0.25,2000,10,adamax,0,-0.26339034736156464
softplus,8,0.2,2000,10,sgd,0,-0.26373033970594406
sigmoid,8,0.1,2000,10,sgd,0,-0.2639181539416313
relu,16,0.15,2000,10,adam,0,-0.26392970979213715
softplus,64,0.2,2000,10,adam,0,-0.26405689865350723
relu,64,0.1,2000,10,adam,0,-0.26466022431850433
softplus,64,0.25,2000,10,adam,0,-0.26472408324480057
softplus,64,0.1,2000,10,sgd,0,-0.2651980444788933
relu,8,0.25,2000,10,adamax,0,-0.2658248320221901
sigmoid,64,0.1,2000,10,sgd,0,-0.2660585716366768
softplus,32,0.1,2000,10,sgd,0,-0.2661057338118553
elu,4,0.1,2000,10,adam,0,-0.26620838046073914
sigmoid,8,0.2,2000,10,sgd,0,-0.2662271708250046
sigmoid,8,0.15,2000,10,sgd,0,-0.2663269713521004
softplus,16,0.1,2000,10,sgd,0,-0.266371987760067
softplus,32,0.15,2000,10,sgd,0,-0.2670197859406471
relu,16,0.05,2000,10,rmsprop,0,-0.26704753190279007
sigmoid,16,0.15,2000,10,sgd,0,-0.2670574262738228
sigmoid,32,0.1,2000,10,sgd,0,-0.26717913895845413
softplus,16,0.15,2000,10,sgd,0,-0.2675947993993759
softplus,64,0.15,2000,10,sgd,0,-0.26815714687108994
softplus,32,0.25,2000,10,sgd,0,-0.2682422995567322
softplus,4,0.25,2000,10,sgd,0,-0.2682610750198364
sigmoid,16,0.2,2000,10,sgd,0,-0.2682841569185257
sigmoid,64,0.15,2000,10,sgd,0,-0.26883217692375183
relu,8,0.1,2000,10,adamax,0,-0.2690361887216568
softplus,16,0.25,2000,10,sgd,0,-0.2690826877951622
softplus,32,0.2,2000,10,sgd,0,-0.2691611722111702
softplus,16,0.2,2000,10,sgd,0,-0.26922497898340225
relu,16,0.05,2000,10,adamax,0,-0.2693917229771614
sigmoid,32,0.15,2000,10,sgd,0,-0.26970722526311874
sigmoid,32,0.2,2000,10,sgd,0,-0.27029335498809814
softplus,64,0.2,2000,10,sgd,0,-0.27072908729314804
sigmoid,8,0.25,2000,10,sgd,0,-0.27101824432611465
sigmoid,64,0.2,2000,10,sgd,0,-0.2710474357008934
sigmoid,64,0.25,2000,10,sgd,0,-0.27113521844148636
sigmoid,32,0.25,2000,10,sgd,0,-0.27157463133335114
sigmoid,16,0.25,2000,10,sgd,0,-0.27159562706947327
softplus,64,0.25,2000,10,sgd,0,-0.2719791680574417
softplus,8,0.25,2000,10,sgd,0,-0.271990604698658
relu,8,0.05,2000,10,adam,0,-0.27219464629888535
relu,64,0.05,2000,10,rmsprop,0,-0.2722831591963768
relu,32,0.05,2000,10,adamax,0,-0.2808445245027542
relu,8,0.05,2000,10,adamax,0,-0.28540337830781937
relu,32,0.15,2000,10,rmsprop,0,-0.3209792971611023
relu,4,0.2,2000,10,rmsprop,0,-0.32315124571323395
relu,16,0.25,2000,10,rmsprop,0,-0.3267744332551956
relu,64,0.2,2000,10,adam,0,-0.3277464881539345
relu,4,0.1,2000,10,adamax,0,-0.33417265862226486
relu,32,0.25,2000,10,adam,0,-0.34263963252305984
relu,16,0.2,2000,10,rmsprop,0,-0.3563716560602188
relu,4,0.15,2000,10,adamax,0,-0.3782159388065338
relu,4,0.25,2000,10,adam,0,-0.37892699986696243
relu,64,0.1,2000,10,rmsprop,0,-0.3822702616453171
relu,64,0.15,2000,10,rmsprop,0,-0.3866416960954666
relu,32,0.15,2000,10,adam,0,-0.3943709060549736
relu,64,0.05,2000,10,adam,0,-0.39482274651527405
relu,4,0.15,2000,10,rmsprop,0,-0.39811575412750244
relu,8,0.05,2000,10,rmsprop,0,-0.4068661108613014
relu,8,0.2,2000,10,adam,0,-0.4077674448490143
relu,16,0.1,2000,10,rmsprop,0,-0.4160136580467224
relu,4,0.2,2000,10,adam,0,-0.4524015858769417
relu,4,0.1,2000,10,rmsprop,0,-0.4563269019126892
relu,8,0.1,2000,10,rmsprop,0,-0.45716681331396103
relu,4,0.05,2000,10,rmsprop,0,-0.5017003566026688
relu,4,0.1,2000,10,adam,0,-0.6624187529087067
