activation,batch_size,dropout_rate,epochs,neurons,optimizer,verbose,score
tanh,8,0.2,2000,10,adamax,0,-0.20298227667808533
selu,32,0.05,2000,10,adam,0,-0.20319706201553345
elu,64,0.2,2000,10,rmsprop,0,-0.2032317966222763
selu,32,0.25,2000,10,adam,0,-0.2032351791858673
tanh,8,0.15,2000,10,adamax,0,-0.20330285280942917
tanh,16,0.25,2000,10,adamax,0,-0.20334003120660782
elu,8,0.15,2000,10,adamax,0,-0.20336879044771194
relu,8,0.1,2000,10,sgd,0,-0.20337190479040146
elu,4,0.15,2000,10,adamax,0,-0.20357539504766464
selu,4,0.05,2000,10,adamax,0,-0.20360766351222992
elu,64,0.2,2000,10,adam,0,-0.2036287933588028
elu,4,0.2,2000,10,sgd,0,-0.20363066345453262
elu,16,0.25,2000,10,adamax,0,-0.2036944255232811
elu,64,0.05,2000,10,adam,0,-0.20369624346494675
elu,32,0.1,2000,10,rmsprop,0,-0.20381256192922592
selu,16,0.2,2000,10,adamax,0,-0.20390314608812332
tanh,64,0.2,2000,10,rmsprop,0,-0.20391789078712463
elu,64,0.25,2000,10,rmsprop,0,-0.20392189174890518
selu,16,0.15,2000,10,adamax,0,-0.20392819494009018
selu,64,0.1,2000,10,adam,0,-0.20400700718164444
selu,64,0.05,2000,10,adamax,0,-0.2040219008922577
tanh,4,0.2,2000,10,sgd,0,-0.20404671132564545
selu,64,0.25,2000,10,rmsprop,0,-0.20408323407173157
selu,8,0.05,2000,10,sgd,0,-0.2041357010602951
elu,64,0.05,2000,10,adamax,0,-0.20438547432422638
tanh,4,0.15,2000,10,sgd,0,-0.2043919488787651
selu,64,0.2,2000,10,rmsprop,0,-0.20439493656158447
relu,4,0.15,2000,10,sgd,0,-0.20445990562438965
tanh,4,0.1,2000,10,sgd,0,-0.20452141016721725
tanh,4,0.05,2000,10,sgd,0,-0.20455170422792435
elu,64,0.15,2000,10,rmsprop,0,-0.20456963032484055
elu,32,0.2,2000,10,adam,0,-0.20463359355926514
relu,8,0.2,2000,10,sgd,0,-0.2046414092183113
sigmoid,16,0.15,2000,10,rmsprop,0,-0.20466598868370056
selu,32,0.25,2000,10,rmsprop,0,-0.20466860383749008
tanh,4,0.05,2000,10,adamax,0,-0.2047622799873352
selu,32,0.2,2000,10,adam,0,-0.20478736609220505
relu,64,0.2,2000,10,rmsprop,0,-0.20479414612054825
selu,8,0.1,2000,10,sgd,0,-0.20494990795850754
tanh,32,0.05,2000,10,adamax,0,-0.20497752726078033
elu,32,0.1,2000,10,adam,0,-0.20511744916439056
tanh,64,0.1,2000,10,adamax,0,-0.2051437869668007
elu,32,0.15,2000,10,adam,0,-0.2052672803401947
elu,32,0.15,2000,10,rmsprop,0,-0.20534629374742508
elu,64,0.1,2000,10,adam,0,-0.2053496465086937
elu,32,0.15,2000,10,adamax,0,-0.20535162091255188
relu,32,0.1,2000,10,adamax,0,-0.20536582171916962
tanh,4,0.25,2000,10,adamax,0,-0.20544326305389404
softplus,32,0.05,2000,10,rmsprop,0,-0.20556053519248962
elu,4,0.1,2000,10,adamax,0,-0.20557128638029099
tanh,4,0.15,2000,10,adamax,0,-0.2055829092860222
sigmoid,16,0.1,2000,10,adam,0,-0.20566771179437637
elu,16,0.1,2000,10,adamax,0,-0.20567328482866287
elu,32,0.2,2000,10,rmsprop,0,-0.2057790905237198
softplus,8,0.2,2000,10,adamax,0,-0.2058071792125702
tanh,8,0.1,2000,10,adamax,0,-0.20582462847232819
tanh,4,0.2,2000,10,adamax,0,-0.20582617074251175
elu,32,0.05,2000,10,rmsprop,0,-0.20586200058460236
selu,8,0.15,2000,10,sgd,0,-0.20598288625478745
sigmoid,8,0.25,2000,10,adam,0,-0.20627731829881668
sigmoid,32,0.2,2000,10,rmsprop,0,-0.20630786567926407
elu,4,0.05,2000,10,sgd,0,-0.20640260726213455
selu,8,0.2,2000,10,adamax,0,-0.2066360041499138
tanh,32,0.15,2000,10,adam,0,-0.20665806531906128
selu,64,0.15,2000,10,rmsprop,0,-0.206675186753273
tanh,32,0.1,2000,10,rmsprop,0,-0.2068084478378296
softplus,8,0.15,2000,10,adamax,0,-0.2069181501865387
selu,64,0.1,2000,10,adamax,0,-0.20709267258644104
tanh,32,0.2,2000,10,rmsprop,0,-0.20712843537330627
elu,32,0.05,2000,10,adam,0,-0.20715174078941345
sigmoid,16,0.1,2000,10,rmsprop,0,-0.2072548270225525
elu,4,0.05,2000,10,adamax,0,-0.2072569653391838
selu,4,0.15,2000,10,adamax,0,-0.20746220648288727
tanh,64,0.05,2000,10,adamax,0,-0.20748061686754227
tanh,16,0.25,2000,10,rmsprop,0,-0.2077297642827034
tanh,8,0.05,2000,10,sgd,0,-0.20776960253715515
sigmoid,4,0.2,2000,10,adamax,0,-0.20792371034622192
elu,4,0.1,2000,10,sgd,0,-0.20798972994089127
tanh,4,0.25,2000,10,sgd,0,-0.20800695568323135
sigmoid,8,0.15,2000,10,adam,0,-0.20809201896190643
selu,64,0.25,2000,10,adam,0,-0.20809441059827805
tanh,64,0.15,2000,10,adam,0,-0.2081139013171196
elu,16,0.2,2000,10,rmsprop,0,-0.2081626057624817
elu,16,0.1,2000,10,rmsprop,0,-0.20820343494415283
sigmoid,4,0.15,2000,10,adamax,0,-0.2082093507051468
relu,16,0.15,2000,10,adamax,0,-0.20821556448936462
tanh,32,0.05,2000,10,rmsprop,0,-0.2083103433251381
relu,8,0.1,2000,10,adamax,0,-0.2083270251750946
elu,64,0.15,2000,10,adam,0,-0.20841073244810104
elu,16,0.25,2000,10,rmsprop,0,-0.20843439549207687
relu,4,0.25,2000,10,adamax,0,-0.20847197622060776
sigmoid,32,0.25,2000,10,rmsprop,0,-0.20856720209121704
selu,4,0.2,2000,10,adamax,0,-0.2086026519536972
tanh,64,0.2,2000,10,adam,0,-0.20862680673599243
relu,4,0.1,2000,10,sgd,0,-0.2086944878101349
tanh,32,0.25,2000,10,rmsprop,0,-0.20873621106147766
tanh,16,0.1,2000,10,rmsprop,0,-0.20881818979978561
selu,8,0.25,2000,10,sgd,0,-0.2090725600719452
selu,32,0.1,2000,10,rmsprop,0,-0.20912609994411469
tanh,4,0.1,2000,10,adamax,0,-0.20918523520231247
selu,32,0.15,2000,10,adam,0,-0.2091953530907631
tanh,8,0.1,2000,10,sgd,0,-0.20924664288759232
sigmoid,16,0.25,2000,10,adam,0,-0.20928920805454254
sigmoid,16,0.25,2000,10,rmsprop,0,-0.20929478108882904
selu,64,0.1,2000,10,rmsprop,0,-0.20953639596700668
sigmoid,16,0.05,2000,10,rmsprop,0,-0.20971634984016418
tanh,64,0.15,2000,10,adamax,0,-0.2097877413034439
elu,8,0.15,2000,10,sgd,0,-0.20991823822259903
softplus,64,0.15,2000,10,rmsprop,0,-0.20992420613765717
softplus,4,0.1,2000,10,adamax,0,-0.2099417895078659
softplus,32,0.1,2000,10,rmsprop,0,-0.2100660651922226
elu,16,0.15,2000,10,rmsprop,0,-0.21012074500322342
relu,16,0.1,2000,10,rmsprop,0,-0.21012810617685318
elu,4,0.15,2000,10,sgd,0,-0.2101813405752182
tanh,16,0.2,2000,10,adam,0,-0.21025390177965164
tanh,32,0.1,2000,10,adam,0,-0.21028750389814377
elu,32,0.1,2000,10,adamax,0,-0.21038588881492615
selu,32,0.25,2000,10,adamax,0,-0.2104213610291481
elu,8,0.05,2000,10,rmsprop,0,-0.21050554513931274
relu,16,0.15,2000,10,sgd,0,-0.21051407605409622
relu,8,0.25,2000,10,adamax,0,-0.2105562761425972
sigmoid,4,0.25,2000,10,rmsprop,0,-0.21068025380373
selu,16,0.2,2000,10,sgd,0,-0.21082177013158798
sigmoid,8,0.1,2000,10,rmsprop,0,-0.2108716070652008
tanh,8,0.2,2000,10,sgd,0,-0.2109193205833435
selu,8,0.1,2000,10,adamax,0,-0.21099456399679184
tanh,32,0.15,2000,10,rmsprop,0,-0.21113595366477966
tanh,16,0.2,2000,10,rmsprop,0,-0.2112663835287094
sigmoid,64,0.15,2000,10,rmsprop,0,-0.2112775221467018
sigmoid,16,0.2,2000,10,adam,0,-0.21129456907510757
selu,64,0.2,2000,10,adam,0,-0.21144232153892517
elu,16,0.1,2000,10,adam,0,-0.21146652847528458
softplus,4,0.05,2000,10,adamax,0,-0.21149957925081253
selu,16,0.15,2000,10,adam,0,-0.21152126789093018
relu,4,0.25,2000,10,sgd,0,-0.21152564883232117
selu,8,0.2,2000,10,sgd,0,-0.21160725504159927
selu,16,0.25,2000,10,sgd,0,-0.2116711214184761
selu,16,0.05,2000,10,sgd,0,-0.21173127740621567
elu,8,0.1,2000,10,sgd,0,-0.2117753103375435
elu,8,0.2,2000,10,rmsprop,0,-0.21181192249059677
selu,64,0.15,2000,10,adam,0,-0.21185506135225296
elu,64,0.1,2000,10,adamax,0,-0.21190056949853897
sigmoid,8,0.05,2000,10,rmsprop,0,-0.21194224804639816
tanh,64,0.2,2000,10,adamax,0,-0.21203619986772537
selu,8,0.05,2000,10,rmsprop,0,-0.2121140956878662
softplus,32,0.15,2000,10,rmsprop,0,-0.21212659031152725
selu,32,0.1,2000,10,adam,0,-0.21230237185955048
elu,16,0.15,2000,10,adam,0,-0.2124989926815033
elu,16,0.05,2000,10,adamax,0,-0.21250775456428528
tanh,64,0.25,2000,10,adam,0,-0.21254801005125046
elu,64,0.15,2000,10,adamax,0,-0.21255982667207718
sigmoid,8,0.2,2000,10,rmsprop,0,-0.21258652955293655
softplus,32,0.2,2000,10,rmsprop,0,-0.2126057744026184
elu,16,0.05,2000,10,rmsprop,0,-0.2127976268529892
softplus,4,0.2,2000,10,adamax,0,-0.2128286138176918
sigmoid,32,0.15,2000,10,rmsprop,0,-0.21290601044893265
elu,16,0.2,2000,10,adam,0,-0.21292341500520706
selu,32,0.15,2000,10,rmsprop,0,-0.2131342515349388
elu,32,0.2,2000,10,adamax,0,-0.21319273859262466
elu,8,0.25,2000,10,sgd,0,-0.21332388371229172
elu,16,0.05,2000,10,adam,0,-0.21334852278232574
selu,16,0.25,2000,10,adam,0,-0.21366017311811447
softplus,8,0.1,2000,10,adamax,0,-0.2137719914317131
tanh,32,0.15,2000,10,adamax,0,-0.21379617601633072
sigmoid,8,0.05,2000,10,adam,0,-0.21384159475564957
sigmoid,4,0.2,2000,10,rmsprop,0,-0.2139097899198532
selu,16,0.2,2000,10,adam,0,-0.21394042670726776
softplus,32,0.25,2000,10,rmsprop,0,-0.214333675801754
softplus,16,0.2,2000,10,rmsprop,0,-0.21435020118951797
elu,64,0.25,2000,10,adam,0,-0.21463081985712051
tanh,32,0.1,2000,10,adamax,0,-0.2146855890750885
softplus,64,0.2,2000,10,rmsprop,0,-0.2147340029478073
selu,16,0.1,2000,10,rmsprop,0,-0.21485543996095657
relu,16,0.25,2000,10,sgd,0,-0.21498768776655197
softplus,4,0.05,2000,10,sgd,0,-0.21517632901668549
tanh,16,0.25,2000,10,adam,0,-0.21523618698120117
selu,16,0.1,2000,10,sgd,0,-0.21537282317876816
tanh,16,0.05,2000,10,rmsprop,0,-0.2153891697525978
softplus,4,0.25,2000,10,adamax,0,-0.21540827304124832
sigmoid,64,0.2,2000,10,rmsprop,0,-0.21544092148542404
tanh,32,0.2,2000,10,adamax,0,-0.21571188420057297
relu,8,0.2,2000,10,adamax,0,-0.2158583700656891
elu,8,0.1,2000,10,rmsprop,0,-0.21592842042446136
selu,32,0.05,2000,10,rmsprop,0,-0.2159416750073433
sigmoid,8,0.15,2000,10,rmsprop,0,-0.21596943587064743
sigmoid,8,0.1,2000,10,adamax,0,-0.21597925573587418
elu,64,0.2,2000,10,adamax,0,-0.21598570048809052
softplus,16,0.1,2000,10,rmsprop,0,-0.21632009744644165
softplus,16,0.15,2000,10,rmsprop,0,-0.21633820980787277
sigmoid,4,0.05,2000,10,rmsprop,0,-0.2166733294725418
selu,16,0.15,2000,10,sgd,0,-0.21667984127998352
softplus,4,0.15,2000,10,adamax,0,-0.2167329341173172
selu,16,0.25,2000,10,rmsprop,0,-0.21675951778888702
selu,64,0.2,2000,10,adamax,0,-0.2169644758105278
selu,16,0.15,2000,10,rmsprop,0,-0.21714569628238678
elu,32,0.25,2000,10,adamax,0,-0.21732236444950104
selu,4,0.1,2000,10,adamax,0,-0.21754863858222961
selu,32,0.2,2000,10,rmsprop,0,-0.21760667860507965
selu,32,0.05,2000,10,sgd,0,-0.21785422414541245
softplus,64,0.25,2000,10,rmsprop,0,-0.21790844202041626
tanh,16,0.15,2000,10,adam,0,-0.21794597804546356
tanh,16,0.1,2000,10,adam,0,-0.21801340579986572
tanh,8,0.15,2000,10,sgd,0,-0.21807214617729187
elu,8,0.2,2000,10,sgd,0,-0.21820612251758575
softplus,8,0.2,2000,10,rmsprop,0,-0.2182232365012169
elu,16,0.25,2000,10,adam,0,-0.21843935549259186
softplus,16,0.15,2000,10,adam,0,-0.21844252198934555
selu,8,0.05,2000,10,adamax,0,-0.21856815367937088
selu,64,0.25,2000,10,adamax,0,-0.21894659847021103
selu,64,0.05,2000,10,adam,0,-0.2189832627773285
relu,32,0.2,2000,10,rmsprop,0,-0.21902476251125336
selu,16,0.1,2000,10,adam,0,-0.21906468272209167
sigmoid,8,0.15,2000,10,adamax,0,-0.21926555037498474
selu,32,0.2,2000,10,sgd,0,-0.21949949115514755
elu,64,0.25,2000,10,adamax,0,-0.219689778983593
tanh,16,0.05,2000,10,adam,0,-0.21976881474256516
sigmoid,4,0.1,2000,10,rmsprop,0,-0.2200009822845459
softplus,16,0.05,2000,10,adam,0,-0.22003448009490967
selu,32,0.2,2000,10,adamax,0,-0.22012166678905487
sigmoid,4,0.15,2000,10,rmsprop,0,-0.22025732696056366
softplus,16,0.2,2000,10,adamax,0,-0.2202725112438202
tanh,8,0.25,2000,10,sgd,0,-0.22054634988307953
softplus,8,0.25,2000,10,rmsprop,0,-0.22068893909454346
elu,16,0.05,2000,10,sgd,0,-0.22069750726222992
elu,8,0.25,2000,10,rmsprop,0,-0.2208162322640419
tanh,32,0.25,2000,10,adamax,0,-0.22096607089042664
selu,64,0.05,2000,10,sgd,0,-0.221074640750885
relu,64,0.2,2000,10,adamax,0,-0.2211569845676422
relu,32,0.25,2000,10,adam,0,-0.22139931470155716
tanh,8,0.05,2000,10,rmsprop,0,-0.22165119647979736
selu,32,0.25,2000,10,sgd,0,-0.22178545594215393
relu,16,0.2,2000,10,sgd,0,-0.22181317955255508
relu,64,0.1,2000,10,adamax,0,-0.22183046489953995
tanh,8,0.15,2000,10,rmsprop,0,-0.2218371108174324
sigmoid,4,0.2,2000,10,adam,0,-0.2220683917403221
relu,64,0.05,2000,10,adam,0,-0.2220759317278862
relu,16,0.2,2000,10,adamax,0,-0.2221115157008171
relu,16,0.05,2000,10,sgd,0,-0.22226672619581223
selu,32,0.15,2000,10,sgd,0,-0.22310466319322586
tanh,8,0.25,2000,10,rmsprop,0,-0.2234320342540741
relu,8,0.05,2000,10,sgd,0,-0.22348451614379883
tanh,16,0.1,2000,10,sgd,0,-0.22360900789499283
relu,4,0.05,2000,10,sgd,0,-0.22364455461502075
tanh,16,0.15,2000,10,rmsprop,0,-0.22365855425596237
selu,64,0.25,2000,10,sgd,0,-0.22374706715345383
sigmoid,32,0.05,2000,10,rmsprop,0,-0.223995178937912
selu,32,0.1,2000,10,sgd,0,-0.22423985600471497
softplus,8,0.25,2000,10,adam,0,-0.22424408048391342
tanh,64,0.25,2000,10,adamax,0,-0.2243097573518753
sigmoid,4,0.15,2000,10,adam,0,-0.22431837767362595
sigmoid,8,0.05,2000,10,adamax,0,-0.2243562415242195
softplus,16,0.15,2000,10,adamax,0,-0.22449613362550735
sigmoid,8,0.2,2000,10,adamax,0,-0.22452223300933838
relu,32,0.15,2000,10,adam,0,-0.2247905284166336
relu,16,0.2,2000,10,rmsprop,0,-0.22485432028770447
elu,8,0.05,2000,10,adam,0,-0.2249264195561409
softplus,4,0.25,2000,10,rmsprop,0,-0.22500118613243103
selu,64,0.1,2000,10,sgd,0,-0.22553792595863342
relu,64,0.25,2000,10,rmsprop,0,-0.22557762265205383
sigmoid,8,0.25,2000,10,adamax,0,-0.22567664831876755
elu,8,0.15,2000,10,adam,0,-0.22589537501335144
selu,64,0.2,2000,10,sgd,0,-0.2259000465273857
softplus,8,0.1,2000,10,rmsprop,0,-0.2260868102312088
selu,64,0.15,2000,10,sgd,0,-0.22620344907045364
relu,64,0.05,2000,10,rmsprop,0,-0.22666992247104645
relu,16,0.1,2000,10,adamax,0,-0.22681809216737747
elu,16,0.1,2000,10,sgd,0,-0.22719847410917282
tanh,8,0.05,2000,10,adam,0,-0.22720494121313095
softplus,16,0.05,2000,10,adamax,0,-0.22737236320972443
selu,16,0.05,2000,10,rmsprop,0,-0.22745216637849808
elu,8,0.2,2000,10,adam,0,-0.22749601304531097
tanh,16,0.2,2000,10,sgd,0,-0.22754385322332382
tanh,16,0.05,2000,10,sgd,0,-0.22757265716791153
elu,8,0.1,2000,10,adam,0,-0.22761545330286026
elu,4,0.2,2000,10,rmsprop,0,-0.22780687361955643
softplus,64,0.05,2000,10,rmsprop,0,-0.22780878841876984
sigmoid,16,0.05,2000,10,adam,0,-0.2285108119249344
softplus,32,0.25,2000,10,adam,0,-0.22876988351345062
softplus,64,0.1,2000,10,rmsprop,0,-0.2287909910082817
selu,16,0.05,2000,10,adam,0,-0.22894344478845596
softplus,16,0.1,2000,10,adamax,0,-0.22916290163993835
elu,16,0.15,2000,10,sgd,0,-0.2292047217488289
relu,8,0.25,2000,10,rmsprop,0,-0.229213185608387
elu,8,0.15,2000,10,rmsprop,0,-0.22923603653907776
selu,8,0.25,2000,10,rmsprop,0,-0.22931475192308426
sigmoid,4,0.05,2000,10,adamax,0,-0.22963573783636093
tanh,8,0.2,2000,10,rmsprop,0,-0.22968343645334244
relu,16,0.1,2000,10,sgd,0,-0.22983068227767944
selu,16,0.2,2000,10,rmsprop,0,-0.22996222227811813
softplus,16,0.25,2000,10,adamax,0,-0.2301204651594162
softplus,32,0.05,2000,10,adamax,0,-0.23036423325538635
relu,4,0.15,2000,10,rmsprop,0,-0.23056279867887497
softplus,32,0.15,2000,10,adam,0,-0.23056352138519287
softplus,8,0.15,2000,10,rmsprop,0,-0.23057803511619568
softplus,64,0.05,2000,10,adam,0,-0.23087916523218155
softplus,64,0.05,2000,10,adamax,0,-0.2308986857533455
selu,8,0.1,2000,10,rmsprop,0,-0.23099934309720993
tanh,8,0.1,2000,10,rmsprop,0,-0.23124250024557114
relu,64,0.25,2000,10,adamax,0,-0.23138946294784546
relu,64,0.15,2000,10,adam,0,-0.2317463532090187
softplus,8,0.05,2000,10,adamax,0,-0.231818787753582
softplus,32,0.1,2000,10,adam,0,-0.2319522574543953
sigmoid,16,0.2,2000,10,adamax,0,-0.2319813147187233
elu,16,0.2,2000,10,sgd,0,-0.23199840635061264
elu,4,0.15,2000,10,rmsprop,0,-0.23201815783977509
sigmoid,32,0.2,2000,10,adam,0,-0.23216090351343155
relu,16,0.15,2000,10,adam,0,-0.23221778869628906
sigmoid,64,0.1,2000,10,rmsprop,0,-0.23224680125713348
elu,8,0.25,2000,10,adam,0,-0.2322823330760002
tanh,16,0.15,2000,10,sgd,0,-0.23242288082838058
relu,4,0.1,2000,10,adamax,0,-0.23283619433641434
elu,16,0.25,2000,10,sgd,0,-0.23343002796173096
softplus,32,0.05,2000,10,adam,0,-0.23344466090202332
softplus,4,0.2,2000,10,rmsprop,0,-0.2335546687245369
softplus,4,0.15,2000,10,rmsprop,0,-0.23356535285711288
sigmoid,16,0.25,2000,10,adamax,0,-0.2336612269282341
softplus,8,0.05,2000,10,rmsprop,0,-0.2342255413532257
tanh,4,0.1,2000,10,rmsprop,0,-0.23443204909563065
relu,32,0.1,2000,10,rmsprop,0,-0.2345348745584488
sigmoid,32,0.15,2000,10,adam,0,-0.23460255563259125
tanh,8,0.1,2000,10,adam,0,-0.23484592139720917
sigmoid,64,0.05,2000,10,adamax,0,-0.23499101400375366
sigmoid,16,0.05,2000,10,adamax,0,-0.23508496582508087
tanh,4,0.15,2000,10,rmsprop,0,-0.23518367111682892
tanh,32,0.05,2000,10,sgd,0,-0.23560156673192978
relu,64,0.2,2000,10,sgd,0,-0.2357267066836357
relu,32,0.05,2000,10,sgd,0,-0.235811747610569
sigmoid,16,0.15,2000,10,adam,0,-0.23591811209917068
relu,32,0.25,2000,10,sgd,0,-0.2361098900437355
softplus,32,0.1,2000,10,adamax,0,-0.2362191528081894
relu,8,0.2,2000,10,rmsprop,0,-0.2363167181611061
elu,4,0.25,2000,10,rmsprop,0,-0.23658978939056396
sigmoid,4,0.05,2000,10,adam,0,-0.23667559027671814
elu,4,0.05,2000,10,rmsprop,0,-0.23668593168258667
selu,8,0.05,2000,10,adam,0,-0.23704452067613602
softplus,64,0.1,2000,10,adam,0,-0.23734762519598007
elu,32,0.1,2000,10,sgd,0,-0.23794595152139664
sigmoid,16,0.1,2000,10,adamax,0,-0.23810678720474243
sigmoid,4,0.05,2000,10,sgd,0,-0.23827574402093887
sigmoid,32,0.05,2000,10,adamax,0,-0.23828069120645523
sigmoid,8,0.1,2000,10,adam,0,-0.2383003905415535
softplus,8,0.1,2000,10,adam,0,-0.23836366087198257
relu,4,0.2,2000,10,rmsprop,0,-0.2383704036474228
relu,8,0.2,2000,10,adam,0,-0.23841074109077454
tanh,16,0.25,2000,10,sgd,0,-0.23842864483594894
softplus,4,0.1,2000,10,rmsprop,0,-0.23845186084508896
tanh,64,0.05,2000,10,sgd,0,-0.2386072427034378
sigmoid,8,0.25,2000,10,rmsprop,0,-0.23880238831043243
sigmoid,64,0.05,2000,10,rmsprop,0,-0.2389872670173645
softplus,32,0.15,2000,10,adamax,0,-0.23907896876335144
relu,64,0.05,2000,10,sgd,0,-0.2391853630542755
sigmoid,32,0.05,2000,10,adam,0,-0.23920907080173492
tanh,32,0.1,2000,10,sgd,0,-0.23928552120923996
elu,32,0.05,2000,10,sgd,0,-0.23939521610736847
elu,64,0.05,2000,10,sgd,0,-0.2394983097910881
selu,8,0.15,2000,10,rmsprop,0,-0.23969164490699768
selu,8,0.25,2000,10,adam,0,-0.23979569226503372
sigmoid,64,0.05,2000,10,adam,0,-0.2399652749300003
relu,16,0.1,2000,10,adam,0,-0.24109479039907455
elu,32,0.2,2000,10,sgd,0,-0.24134128540754318
softplus,64,0.15,2000,10,adamax,0,-0.24167084693908691
relu,32,0.25,2000,10,rmsprop,0,-0.24182996153831482
elu,64,0.25,2000,10,sgd,0,-0.24240848422050476
relu,8,0.15,2000,10,adamax,0,-0.24254988878965378
softplus,8,0.15,2000,10,adam,0,-0.24277115613222122
sigmoid,32,0.2,2000,10,adamax,0,-0.24288898706436157
tanh,4,0.05,2000,10,rmsprop,0,-0.24289370328187943
relu,64,0.1,2000,10,sgd,0,-0.2429293915629387
sigmoid,4,0.25,2000,10,adam,0,-0.24294884502887726
tanh,32,0.25,2000,10,sgd,0,-0.24296098202466965
sigmoid,8,0.2,2000,10,adam,0,-0.24316902458667755
softplus,64,0.2,2000,10,adam,0,-0.24328231066465378
tanh,64,0.1,2000,10,sgd,0,-0.24336323142051697
sigmoid,32,0.15,2000,10,adamax,0,-0.24339769035577774
sigmoid,32,0.1,2000,10,adamax,0,-0.2434147223830223
softplus,8,0.25,2000,10,adamax,0,-0.24348465353250504
relu,4,0.2,2000,10,sgd,0,-0.24381372332572937
relu,32,0.2,2000,10,adam,0,-0.2438197210431099
elu,64,0.15,2000,10,sgd,0,-0.24401558935642242
elu,32,0.15,2000,10,sgd,0,-0.24409767240285873
sigmoid,4,0.1,2000,10,adam,0,-0.24418041110038757
sigmoid,64,0.1,2000,10,adamax,0,-0.24422656744718552
softplus,16,0.05,2000,10,rmsprop,0,-0.24444908648729324
softplus,64,0.2,2000,10,adamax,0,-0.24453092366456985
relu,16,0.2,2000,10,adam,0,-0.24456337094306946
relu,32,0.2,2000,10,sgd,0,-0.24463293701410294
elu,64,0.1,2000,10,sgd,0,-0.2446945384144783
tanh,8,0.15,2000,10,adam,0,-0.24476531893014908
relu,32,0.1,2000,10,adam,0,-0.24490715563297272
elu,64,0.2,2000,10,sgd,0,-0.24496139585971832
softplus,4,0.05,2000,10,rmsprop,0,-0.2449830397963524
relu,32,0.1,2000,10,sgd,0,-0.2450156882405281
tanh,32,0.15,2000,10,sgd,0,-0.24519460648298264
sigmoid,64,0.25,2000,10,rmsprop,0,-0.2452026605606079
tanh,8,0.2,2000,10,adam,0,-0.24545657634735107
tanh,32,0.2,2000,10,sgd,0,-0.24550828337669373
