activation,batch_size,dropout_rate,epochs,neurons,optimizer,verbose,score
elu,8,0.2,2000,10,adamax,0,-0.2174229696393013
tanh,8,0.15,2000,10,adamax,0,-0.21750688552856445
tanh,4,0.15,2000,10,adamax,0,-0.21769491583108902
tanh,16,0.25,2000,10,adam,0,-0.2177807316184044
selu,32,0.15,2000,10,rmsprop,0,-0.2178386077284813
elu,8,0.25,2000,10,adamax,0,-0.21785852313041687
tanh,16,0.1,2000,10,adam,0,-0.21788673102855682
elu,8,0.15,2000,10,adamax,0,-0.21796832978725433
selu,16,0.25,2000,10,adamax,0,-0.2180265486240387
selu,32,0.1,2000,10,adam,0,-0.21803352236747742
selu,32,0.05,2000,10,rmsprop,0,-0.2181512787938118
tanh,16,0.15,2000,10,adam,0,-0.21816713362932205
selu,32,0.2,2000,10,rmsprop,0,-0.21816875040531158
tanh,64,0.25,2000,10,rmsprop,0,-0.21820379048585892
tanh,16,0.05,2000,10,adam,0,-0.21822448819875717
elu,32,0.1,2000,10,rmsprop,0,-0.21823157370090485
tanh,64,0.05,2000,10,adamax,0,-0.2183147445321083
tanh,64,0.05,2000,10,adam,0,-0.21833784133195877
tanh,32,0.1,2000,10,rmsprop,0,-0.21841967850923538
elu,32,0.15,2000,10,adam,0,-0.21851298958063126
elu,64,0.25,2000,10,rmsprop,0,-0.21854329854249954
selu,8,0.15,2000,10,adamax,0,-0.21864081174135208
selu,8,0.05,2000,10,adamax,0,-0.2188577577471733
tanh,8,0.25,2000,10,adamax,0,-0.2189444899559021
elu,4,0.2,2000,10,adamax,0,-0.2189800813794136
selu,16,0.25,2000,10,rmsprop,0,-0.2189839854836464
selu,32,0.25,2000,10,rmsprop,0,-0.21899085491895676
elu,4,0.15,2000,10,adamax,0,-0.21902237832546234
tanh,4,0.1,2000,10,adamax,0,-0.219076506793499
tanh,16,0.2,2000,10,adamax,0,-0.21908310800790787
tanh,16,0.05,2000,10,rmsprop,0,-0.219083771109581
elu,16,0.1,2000,10,adam,0,-0.21912428736686707
selu,16,0.1,2000,10,adam,0,-0.2191350758075714
elu,32,0.15,2000,10,rmsprop,0,-0.21915005892515182
tanh,16,0.2,2000,10,rmsprop,0,-0.21928443759679794
selu,64,0.05,2000,10,rmsprop,0,-0.21930451691150665
elu,16,0.25,2000,10,adamax,0,-0.21935932338237762
tanh,32,0.1,2000,10,adam,0,-0.21936754137277603
tanh,16,0.1,2000,10,rmsprop,0,-0.2194269374012947
elu,4,0.25,2000,10,adamax,0,-0.2194586545228958
selu,4,0.1,2000,10,adamax,0,-0.21946436166763306
tanh,16,0.05,2000,10,adamax,0,-0.21947064250707626
tanh,4,0.25,2000,10,adamax,0,-0.21947728842496872
elu,32,0.2,2000,10,rmsprop,0,-0.21957652270793915
elu,8,0.1,2000,10,adamax,0,-0.21961038559675217
elu,64,0.2,2000,10,rmsprop,0,-0.2196735069155693
selu,16,0.05,2000,10,sgd,0,-0.21976902335882187
selu,4,0.15,2000,10,adamax,0,-0.21986018866300583
tanh,16,0.25,2000,10,adamax,0,-0.2198776826262474
tanh,32,0.2,2000,10,rmsprop,0,-0.21991635113954544
tanh,32,0.05,2000,10,adamax,0,-0.22000349313020706
relu,4,0.15,2000,10,sgd,0,-0.2200373262166977
elu,16,0.15,2000,10,rmsprop,0,-0.22003942728042603
elu,4,0.1,2000,10,adamax,0,-0.22006963193416595
tanh,32,0.25,2000,10,rmsprop,0,-0.22009000927209854
selu,64,0.25,2000,10,rmsprop,0,-0.22023387253284454
tanh,4,0.2,2000,10,adamax,0,-0.2202845886349678
selu,8,0.2,2000,10,adam,0,-0.22033954411745071
tanh,32,0.15,2000,10,rmsprop,0,-0.22045688331127167
tanh,64,0.1,2000,10,rmsprop,0,-0.22050794959068298
elu,16,0.2,2000,10,rmsprop,0,-0.22057747840881348
elu,16,0.1,2000,10,rmsprop,0,-0.2206108495593071
selu,8,0.2,2000,10,rmsprop,0,-0.2206536829471588
elu,4,0.05,2000,10,adamax,0,-0.2206648662686348
tanh,8,0.05,2000,10,rmsprop,0,-0.2208128571510315
selu,16,0.05,2000,10,adam,0,-0.22082417458295822
elu,32,0.1,2000,10,adam,0,-0.22085922956466675
selu,64,0.1,2000,10,rmsprop,0,-0.22095873951911926
selu,4,0.25,2000,10,adamax,0,-0.22104930132627487
elu,8,0.05,2000,10,adam,0,-0.22106892615556717
tanh,8,0.05,2000,10,adam,0,-0.22116386890411377
elu,16,0.05,2000,10,adamax,0,-0.2211858034133911
tanh,8,0.2,2000,10,adam,0,-0.2212091088294983
elu,8,0.2,2000,10,adam,0,-0.22127163410186768
tanh,4,0.05,2000,10,adamax,0,-0.22130515426397324
relu,4,0.25,2000,10,sgd,0,-0.22131631523370743
selu,16,0.2,2000,10,rmsprop,0,-0.22133143991231918
elu,32,0.05,2000,10,adamax,0,-0.2213435247540474
elu,32,0.25,2000,10,rmsprop,0,-0.22135305404663086
selu,32,0.1,2000,10,rmsprop,0,-0.2213929295539856
tanh,16,0.15,2000,10,rmsprop,0,-0.2213945835828781
elu,8,0.25,2000,10,adam,0,-0.221420556306839
relu,8,0.2,2000,10,sgd,0,-0.22149528563022614
selu,64,0.2,2000,10,adam,0,-0.22150767594575882
elu,64,0.1,2000,10,rmsprop,0,-0.2215588092803955
selu,32,0.05,2000,10,adam,0,-0.22156208008527756
elu,16,0.25,2000,10,rmsprop,0,-0.22156983613967896
elu,8,0.2,2000,10,rmsprop,0,-0.22163299471139908
selu,8,0.25,2000,10,rmsprop,0,-0.22171486169099808
tanh,8,0.25,2000,10,rmsprop,0,-0.22173148393630981
tanh,64,0.15,2000,10,rmsprop,0,-0.22176722437143326
tanh,64,0.05,2000,10,rmsprop,0,-0.22177686542272568
tanh,8,0.25,2000,10,adam,0,-0.22182273119688034
elu,8,0.15,2000,10,adam,0,-0.22188952565193176
selu,64,0.1,2000,10,adamax,0,-0.22195013612508774
elu,64,0.05,2000,10,adam,0,-0.221965953707695
tanh,64,0.1,2000,10,adamax,0,-0.22200798243284225
tanh,64,0.2,2000,10,rmsprop,0,-0.2220178097486496
elu,64,0.05,2000,10,rmsprop,0,-0.222072534263134
tanh,8,0.15,2000,10,rmsprop,0,-0.22227569669485092
selu,16,0.2,2000,10,adamax,0,-0.2222760245203972
tanh,32,0.05,2000,10,rmsprop,0,-0.22228140383958817
tanh,8,0.05,2000,10,adamax,0,-0.22235379368066788
tanh,8,0.1,2000,10,adamax,0,-0.22237610816955566
elu,8,0.05,2000,10,rmsprop,0,-0.22238802909851074
selu,8,0.1,2000,10,adamax,0,-0.22249913215637207
elu,16,0.05,2000,10,adam,0,-0.22250928729772568
selu,8,0.15,2000,10,rmsprop,0,-0.22254642844200134
selu,64,0.15,2000,10,adam,0,-0.22267941385507584
elu,8,0.15,2000,10,rmsprop,0,-0.22271676361560822
selu,16,0.15,2000,10,adamax,0,-0.2227609008550644
tanh,8,0.1,2000,10,adam,0,-0.22280436009168625
elu,16,0.2,2000,10,adamax,0,-0.2228369638323784
selu,16,0.1,2000,10,rmsprop,0,-0.22284876555204391
selu,16,0.15,2000,10,rmsprop,0,-0.22286397963762283
elu,8,0.05,2000,10,sgd,0,-0.22288063913583755
elu,8,0.25,2000,10,rmsprop,0,-0.2229258194565773
elu,32,0.05,2000,10,adam,0,-0.22294414043426514
tanh,16,0.25,2000,10,rmsprop,0,-0.2230067327618599
selu,8,0.05,2000,10,adam,0,-0.22308168560266495
tanh,8,0.15,2000,10,adam,0,-0.2230931669473648
relu,8,0.15,2000,10,sgd,0,-0.22313494980335236
sigmoid,4,0.05,2000,10,adam,0,-0.2232128158211708
elu,8,0.1,2000,10,rmsprop,0,-0.2232382670044899
elu,16,0.05,2000,10,rmsprop,0,-0.22326158732175827
elu,8,0.1,2000,10,adam,0,-0.22332778573036194
tanh,32,0.05,2000,10,adam,0,-0.22336308658123016
selu,8,0.1,2000,10,adam,0,-0.22349508851766586
selu,4,0.25,2000,10,adam,0,-0.22361143678426743
elu,4,0.2,2000,10,rmsprop,0,-0.22375603020191193
softplus,8,0.05,2000,10,rmsprop,0,-0.22379380464553833
selu,32,0.25,2000,10,sgd,0,-0.22385870665311813
tanh,16,0.15,2000,10,adamax,0,-0.2242673635482788
selu,16,0.05,2000,10,adamax,0,-0.22433412075042725
selu,32,0.2,2000,10,adamax,0,-0.2243826761841774
selu,4,0.05,2000,10,adamax,0,-0.22438351064920425
elu,8,0.05,2000,10,adamax,0,-0.22453562170267105
selu,4,0.05,2000,10,adam,0,-0.22462156414985657
elu,32,0.1,2000,10,adamax,0,-0.22483207285404205
selu,4,0.05,2000,10,rmsprop,0,-0.22486193478107452
selu,4,0.2,2000,10,rmsprop,0,-0.22513611614704132
tanh,8,0.1,2000,10,rmsprop,0,-0.22518616914749146
softplus,4,0.05,2000,10,rmsprop,0,-0.22531400620937347
selu,8,0.1,2000,10,rmsprop,0,-0.22551438212394714
selu,32,0.1,2000,10,sgd,0,-0.22557303309440613
selu,32,0.1,2000,10,adamax,0,-0.2256545051932335
tanh,4,0.15,2000,10,rmsprop,0,-0.2256994992494583
selu,8,0.25,2000,10,adamax,0,-0.22575955092906952
tanh,8,0.2,2000,10,rmsprop,0,-0.22582386434078217
elu,4,0.15,2000,10,rmsprop,0,-0.22599558532238007
elu,4,0.25,2000,10,adam,0,-0.22600635141134262
elu,64,0.1,2000,10,adamax,0,-0.22611995041370392
elu,16,0.15,2000,10,adamax,0,-0.22616391628980637
tanh,4,0.15,2000,10,adam,0,-0.2261641025543213
elu,4,0.15,2000,10,adam,0,-0.22624238580465317
selu,32,0.15,2000,10,adamax,0,-0.22626976668834686
tanh,4,0.25,2000,10,adam,0,-0.22629021853208542
tanh,4,0.2,2000,10,adam,0,-0.22637244313955307
elu,32,0.05,2000,10,rmsprop,0,-0.22661907970905304
elu,4,0.1,2000,10,rmsprop,0,-0.22664785385131836
tanh,4,0.25,2000,10,rmsprop,0,-0.22669673711061478
selu,4,0.15,2000,10,rmsprop,0,-0.2266993746161461
tanh,4,0.05,2000,10,rmsprop,0,-0.22679609060287476
elu,64,0.15,2000,10,rmsprop,0,-0.22721976786851883
tanh,4,0.2,2000,10,rmsprop,0,-0.22740153968334198
softplus,4,0.05,2000,10,adam,0,-0.22746764868497849
selu,32,0.05,2000,10,sgd,0,-0.2275330126285553
selu,64,0.15,2000,10,adamax,0,-0.2275809422135353
selu,64,0.2,2000,10,adamax,0,-0.22765712440013885
sigmoid,8,0.1,2000,10,rmsprop,0,-0.22784382849931717
elu,4,0.1,2000,10,adam,0,-0.22791118919849396
tanh,4,0.1,2000,10,adam,0,-0.22794652730226517
elu,4,0.2,2000,10,adam,0,-0.22800976783037186
elu,4,0.05,2000,10,adam,0,-0.22802753746509552
softplus,4,0.15,2000,10,adam,0,-0.22818513959646225
tanh,4,0.1,2000,10,rmsprop,0,-0.2283358871936798
selu,8,0.05,2000,10,rmsprop,0,-0.2283652126789093
selu,64,0.1,2000,10,adam,0,-0.2283915877342224
relu,4,0.1,2000,10,sgd,0,-0.22845935821533203
tanh,16,0.15,2000,10,sgd,0,-0.2286587506532669
selu,64,0.05,2000,10,sgd,0,-0.22867780923843384
tanh,64,0.25,2000,10,adam,0,-0.22881262749433517
selu,32,0.2,2000,10,sgd,0,-0.22898150980472565
tanh,16,0.2,2000,10,sgd,0,-0.22908887267112732
tanh,16,0.1,2000,10,sgd,0,-0.229155071079731
tanh,32,0.1,2000,10,adamax,0,-0.2292030081152916
sigmoid,4,0.1,2000,10,adam,0,-0.2292415127158165
elu,16,0.15,2000,10,sgd,0,-0.229282945394516
sigmoid,4,0.15,2000,10,adam,0,-0.22929539531469345
softplus,8,0.15,2000,10,rmsprop,0,-0.22929814457893372
tanh,4,0.05,2000,10,adam,0,-0.22958462685346603
selu,32,0.15,2000,10,sgd,0,-0.2297831028699875
sigmoid,4,0.2,2000,10,rmsprop,0,-0.22980108112096786
sigmoid,4,0.25,2000,10,adam,0,-0.23005257546901703
elu,16,0.1,2000,10,sgd,0,-0.23021738231182098
softplus,8,0.1,2000,10,rmsprop,0,-0.23023658245801926
sigmoid,8,0.25,2000,10,rmsprop,0,-0.23033744096755981
softplus,8,0.2,2000,10,rmsprop,0,-0.2304096445441246
elu,64,0.1,2000,10,adam,0,-0.23041318356990814
selu,64,0.25,2000,10,adam,0,-0.23044607788324356
softplus,4,0.2,2000,10,adam,0,-0.23050131648778915
elu,4,0.05,2000,10,rmsprop,0,-0.23054617643356323
selu,64,0.2,2000,10,sgd,0,-0.23064276576042175
tanh,16,0.25,2000,10,sgd,0,-0.23070961236953735
tanh,64,0.15,2000,10,adam,0,-0.23074568808078766
selu,16,0.1,2000,10,adamax,0,-0.2307659313082695
softplus,8,0.25,2000,10,adam,0,-0.2310016229748726
elu,64,0.15,2000,10,adam,0,-0.23117542266845703
elu,16,0.25,2000,10,sgd,0,-0.23138200491666794
elu,64,0.2,2000,10,adam,0,-0.2316317930817604
relu,4,0.2,2000,10,rmsprop,0,-0.23166394233703613
tanh,16,0.05,2000,10,sgd,0,-0.23188772052526474
sigmoid,8,0.25,2000,10,adam,0,-0.23192641884088516
selu,32,0.25,2000,10,adamax,0,-0.23194845020771027
elu,16,0.1,2000,10,adamax,0,-0.23199299722909927
elu,64,0.15,2000,10,adamax,0,-0.2320745587348938
elu,32,0.15,2000,10,adamax,0,-0.23219476640224457
elu,4,0.25,2000,10,rmsprop,0,-0.23222770541906357
elu,16,0.2,2000,10,sgd,0,-0.2322583720088005
softplus,4,0.15,2000,10,rmsprop,0,-0.2323167771100998
tanh,64,0.1,2000,10,adam,0,-0.23247932642698288
selu,8,0.25,2000,10,adam,0,-0.23256678134202957
elu,64,0.25,2000,10,adam,0,-0.23262738436460495
tanh,64,0.2,2000,10,adam,0,-0.23268233984708786
relu,16,0.25,2000,10,rmsprop,0,-0.233234740793705
tanh,64,0.15,2000,10,adamax,0,-0.23341325670480728
relu,4,0.05,2000,10,sgd,0,-0.2340020015835762
softplus,8,0.1,2000,10,adam,0,-0.23402926325798035
sigmoid,4,0.05,2000,10,rmsprop,0,-0.23411623388528824
relu,8,0.05,2000,10,sgd,0,-0.23412568122148514
sigmoid,8,0.15,2000,10,rmsprop,0,-0.23432767391204834
tanh,16,0.1,2000,10,adamax,0,-0.23490898311138153
sigmoid,8,0.05,2000,10,rmsprop,0,-0.23506135493516922
relu,8,0.1,2000,10,sgd,0,-0.23521198332309723
elu,16,0.05,2000,10,sgd,0,-0.23535370826721191
sigmoid,8,0.1,2000,10,adam,0,-0.23550168424844742
tanh,32,0.15,2000,10,adamax,0,-0.2359049692749977
softplus,8,0.25,2000,10,rmsprop,0,-0.23632941395044327
sigmoid,4,0.2,2000,10,adam,0,-0.23633857816457748
relu,4,0.2,2000,10,adamax,0,-0.23635487258434296
softplus,4,0.1,2000,10,rmsprop,0,-0.2365216612815857
selu,64,0.25,2000,10,sgd,0,-0.2367815375328064
softplus,4,0.1,2000,10,adamax,0,-0.23712601512670517
relu,8,0.25,2000,10,adamax,0,-0.23721665889024734
relu,4,0.25,2000,10,adamax,0,-0.23758719861507416
relu,32,0.2,2000,10,adam,0,-0.23765238374471664
softplus,16,0.05,2000,10,rmsprop,0,-0.23798107355833054
softplus,8,0.2,2000,10,adam,0,-0.2385406792163849
elu,32,0.25,2000,10,adamax,0,-0.2386949509382248
softplus,16,0.1,2000,10,rmsprop,0,-0.23877301067113876
selu,64,0.1,2000,10,sgd,0,-0.2388073354959488
softplus,4,0.05,2000,10,adamax,0,-0.23886320739984512
sigmoid,8,0.2,2000,10,rmsprop,0,-0.23903954029083252
softplus,4,0.25,2000,10,adam,0,-0.23911195993423462
selu,4,0.1,2000,10,adam,0,-0.23915442824363708
softplus,64,0.05,2000,10,adamax,0,-0.23934125900268555
sigmoid,4,0.1,2000,10,rmsprop,0,-0.23934173583984375
sigmoid,16,0.1,2000,10,rmsprop,0,-0.2394459918141365
sigmoid,8,0.05,2000,10,adam,0,-0.23973793536424637
selu,8,0.15,2000,10,adam,0,-0.23974251002073288
tanh,32,0.2,2000,10,adamax,0,-0.24003200978040695
tanh,64,0.25,2000,10,adamax,0,-0.24003618955612183
selu,64,0.15,2000,10,sgd,0,-0.24005436897277832
sigmoid,4,0.1,2000,10,adamax,0,-0.24012325704097748
relu,8,0.2,2000,10,adamax,0,-0.24037403613328934
sigmoid,16,0.15,2000,10,rmsprop,0,-0.24044928699731827
softplus,4,0.2,2000,10,rmsprop,0,-0.24048998951911926
softplus,8,0.05,2000,10,adam,0,-0.24061403423547745
softplus,8,0.15,2000,10,adam,0,-0.24075813591480255
elu,64,0.25,2000,10,adamax,0,-0.24114324152469635
softplus,16,0.2,2000,10,rmsprop,0,-0.24116304516792297
sigmoid,64,0.05,2000,10,adamax,0,-0.24119293689727783
sigmoid,16,0.2,2000,10,rmsprop,0,-0.24134982377290726
relu,8,0.25,2000,10,rmsprop,0,-0.24146592617034912
elu,32,0.2,2000,10,adamax,0,-0.24148716032505035
tanh,64,0.2,2000,10,adamax,0,-0.24195338785648346
tanh,32,0.25,2000,10,sgd,0,-0.24199393391609192
sigmoid,16,0.05,2000,10,rmsprop,0,-0.24202807247638702
softplus,32,0.05,2000,10,rmsprop,0,-0.24204442650079727
softplus,16,0.25,2000,10,rmsprop,0,-0.24213269352912903
elu,64,0.2,2000,10,adamax,0,-0.24225009977817535
relu,4,0.1,2000,10,adam,0,-0.24239511042833328
sigmoid,4,0.05,2000,10,adamax,0,-0.24247685819864273
softplus,4,0.15,2000,10,adamax,0,-0.24257506430149078
relu,16,0.05,2000,10,sgd,0,-0.24287474155426025
selu,64,0.25,2000,10,adamax,0,-0.24300578981637955
tanh,64,0.05,2000,10,sgd,0,-0.2431335598230362
tanh,32,0.05,2000,10,sgd,0,-0.2432054877281189
relu,64,0.15,2000,10,rmsprop,0,-0.24326373636722565
relu,64,0.2,2000,10,rmsprop,0,-0.2435106635093689
softplus,32,0.1,2000,10,rmsprop,0,-0.24359218776226044
softplus,16,0.05,2000,10,adamax,0,-0.24365728348493576
elu,32,0.2,2000,10,sgd,0,-0.24379505217075348
relu,16,0.25,2000,10,sgd,0,-0.24391325563192368
softplus,16,0.2,2000,10,adam,0,-0.24407078325748444
softplus,32,0.05,2000,10,adamax,0,-0.2441096380352974
relu,16,0.1,2000,10,adam,0,-0.24420663714408875
relu,4,0.25,2000,10,rmsprop,0,-0.24441148340702057
sigmoid,8,0.15,2000,10,adam,0,-0.24441279470920563
softplus,64,0.05,2000,10,rmsprop,0,-0.24458421021699905
tanh,32,0.1,2000,10,sgd,0,-0.24470064043998718
relu,16,0.15,2000,10,sgd,0,-0.24473070353269577
tanh,32,0.2,2000,10,sgd,0,-0.24473478645086288
softplus,8,0.05,2000,10,adamax,0,-0.244850754737854
relu,16,0.1,2000,10,sgd,0,-0.24493899196386337
sigmoid,64,0.05,2000,10,rmsprop,0,-0.24519584327936172
softplus,4,0.1,2000,10,adam,0,-0.24522804468870163
tanh,32,0.25,2000,10,adamax,0,-0.2453097626566887
sigmoid,32,0.05,2000,10,rmsprop,0,-0.24536411464214325
sigmoid,32,0.2,2000,10,rmsprop,0,-0.2453826144337654
relu,8,0.15,2000,10,adamax,0,-0.24551685899496078
elu,32,0.05,2000,10,sgd,0,-0.24552776664495468
sigmoid,16,0.2,2000,10,adam,0,-0.24566460400819778
elu,32,0.1,2000,10,sgd,0,-0.24569940567016602
tanh,32,0.15,2000,10,sgd,0,-0.24580702930688858
softplus,64,0.05,2000,10,adam,0,-0.24603553116321564
sigmoid,8,0.2,2000,10,adam,0,-0.2461656630039215
relu,64,0.25,2000,10,rmsprop,0,-0.246242955327034
sigmoid,16,0.15,2000,10,adam,0,-0.24634795635938644
sigmoid,16,0.05,2000,10,adamax,0,-0.2466392070055008
softplus,8,0.15,2000,10,adamax,0,-0.24681954085826874
selu,4,0.1,2000,10,rmsprop,0,-0.24683521687984467
sigmoid,32,0.05,2000,10,adamax,0,-0.24688951671123505
softplus,16,0.15,2000,10,adam,0,-0.246958427131176
relu,8,0.15,2000,10,rmsprop,0,-0.24702435731887817
softplus,16,0.25,2000,10,adam,0,-0.24714062362909317
relu,16,0.25,2000,10,adamax,0,-0.24723294377326965
selu,4,0.2,2000,10,adamax,0,-0.24727048724889755
softplus,32,0.05,2000,10,adam,0,-0.2472759559750557
relu,4,0.15,2000,10,rmsprop,0,-0.24754703789949417
elu,32,0.15,2000,10,sgd,0,-0.24771491438150406
sigmoid,64,0.05,2000,10,adam,0,-0.24798769503831863
softplus,16,0.05,2000,10,adam,0,-0.2480878233909607
tanh,64,0.2,2000,10,sgd,0,-0.24818217009305954
sigmoid,4,0.15,2000,10,rmsprop,0,-0.24821431934833527
sigmoid,4,0.25,2000,10,rmsprop,0,-0.2486865594983101
sigmoid,8,0.05,2000,10,adamax,0,-0.24889195710420609
sigmoid,32,0.05,2000,10,adam,0,-0.2489335909485817
softplus,32,0.1,2000,10,adamax,0,-0.24908018857240677
softplus,16,0.1,2000,10,adam,0,-0.2491784691810608
softplus,64,0.1,2000,10,adamax,0,-0.24921969324350357
softplus,4,0.25,2000,10,adamax,0,-0.2492542862892151
relu,4,0.2,2000,10,adam,0,-0.24925970286130905
elu,32,0.25,2000,10,sgd,0,-0.24931373447179794
softplus,32,0.15,2000,10,rmsprop,0,-0.24936412274837494
tanh,64,0.25,2000,10,sgd,0,-0.24986737221479416
elu,64,0.05,2000,10,sgd,0,-0.250223807990551
relu,64,0.25,2000,10,adamax,0,-0.25050778687000275
sigmoid,64,0.1,2000,10,adamax,0,-0.250683918595314
sigmoid,16,0.25,2000,10,rmsprop,0,-0.2507478669285774
softplus,64,0.1,2000,10,rmsprop,0,-0.2508476600050926
elu,64,0.25,2000,10,sgd,0,-0.2509389817714691
sigmoid,16,0.05,2000,10,adam,0,-0.25094686448574066
tanh,64,0.1,2000,10,sgd,0,-0.25140833854675293
sigmoid,64,0.1,2000,10,rmsprop,0,-0.25142405182123184
sigmoid,16,0.25,2000,10,adam,0,-0.2514370456337929
sigmoid,4,0.25,2000,10,adamax,0,-0.2514416426420212
elu,64,0.1,2000,10,sgd,0,-0.2521294206380844
tanh,64,0.15,2000,10,sgd,0,-0.2523568347096443
relu,16,0.2,2000,10,sgd,0,-0.2523689493536949
relu,8,0.2,2000,10,rmsprop,0,-0.2524992525577545
elu,64,0.2,2000,10,sgd,0,-0.25254909694194794
relu,64,0.1,2000,10,sgd,0,-0.25270939618349075
relu,32,0.2,2000,10,sgd,0,-0.2527308091521263
sigmoid,16,0.1,2000,10,adam,0,-0.25286485254764557
sigmoid,16,0.1,2000,10,adamax,0,-0.253191702067852
sigmoid,32,0.1,2000,10,adamax,0,-0.25321654975414276
relu,16,0.25,2000,10,adam,0,-0.25361474603414536
elu,64,0.15,2000,10,sgd,0,-0.25373246520757675
sigmoid,8,0.1,2000,10,adamax,0,-0.2537755221128464
relu,16,0.2,2000,10,adam,0,-0.2538025751709938
relu,32,0.1,2000,10,sgd,0,-0.25382377207279205
sigmoid,32,0.1,2000,10,rmsprop,0,-0.2539611905813217
relu,32,0.05,2000,10,sgd,0,-0.2539966329932213
softplus,16,0.1,2000,10,adamax,0,-0.2543325200676918
relu,4,0.1,2000,10,rmsprop,0,-0.2543651834130287
relu,8,0.1,2000,10,adamax,0,-0.25437720865011215
softplus,4,0.2,2000,10,adamax,0,-0.2544129937887192
relu,32,0.25,2000,10,rmsprop,0,-0.25463631749153137
relu,64,0.05,2000,10,sgd,0,-0.25478625297546387
relu,16,0.15,2000,10,adamax,0,-0.25499822944402695
softplus,64,0.1,2000,10,adam,0,-0.25500065088272095
softplus,64,0.15,2000,10,rmsprop,0,-0.25503235310316086
relu,4,0.15,2000,10,adamax,0,-0.2553509250283241
softplus,16,0.15,2000,10,adamax,0,-0.25553660839796066
softplus,64,0.15,2000,10,adamax,0,-0.25564704835414886
softplus,8,0.25,2000,10,adamax,0,-0.2556826248764992
softplus,4,0.25,2000,10,rmsprop,0,-0.2557566240429878
softplus,32,0.25,2000,10,rmsprop,0,-0.2558978423476219
softplus,16,0.15,2000,10,rmsprop,0,-0.2560284733772278
relu,32,0.25,2000,10,adamax,0,-0.2562258541584015
relu,16,0.2,2000,10,adamax,0,-0.2562546953558922
